구분,발견일,확진일,시도,시군구,Unnamed: 5,주 소,address,lat,lng
440,2020-03-25,2020-03-26,경기,파주,파주,군내면 읍내리 산4,파주 군내면 읍내리 산4,37.9484241,126.7499455
441,2020-03-25,2020-03-26,강원,화천,화천,간동면 방천리 1557-2,화천 간동면 방천리 1557-2,38.0937073,127.8427418
442,2020-03-25,2020-03-26,경기,연천,연천,중면 적거리 산339,연천 중면 적거리 산339,38.1603066,127.0056047
443,2020-03-25,2020-03-26,경기,연천,연천,중면 적거리 산337,연천 중면 적거리 산337,38.1618419,127.0028799
444,2020-03-25,2020-03-26,경기,연천,연천,중면 합수리 산134,연천 중면 합수리 산134,38.1369459,127.0292938
445,2020-03-25,2020-03-26,경기,연천,연천,중면 적거리 산335,연천 중면 적거리 산335,38.1623141,127.0071435
446,2020-03-25,2020-03-26,경기,연천,연천,왕징면 강서리 산14,연천 왕징면 강서리 산14,38.0992025,126.9674430
447,2020-03-25,2020-03-26,경기,연천,연천,왕징면 강서리 산52,연천 왕징면 강서리 산52,38.0934038,126.9749681
448,2020-03-25,2020-03-26,경기,연천,연천,왕징면 강서리 332,연천 왕징면 강서리 332,38.0929975,126.9731961
449,2020-03-26,2020-03-27,강원,화천,화천,화천읍 동촌리 산11 ,화천 화천읍 동촌리 산11 ,38.1581774,127.8219346
450,2020-03-26,2020-03-27,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
451,2020-03-26,2020-03-27,강원,화천,화천,화천읍 동촌리 산11 ,화천 화천읍 동촌리 산11 ,38.1581774,127.8219346
452,2020-03-26,2020-03-27,강원,화천,화천,화천읍 동촌리 산304,화천 화천읍 동촌리 산304,38.2128908,127.8179527
453,2020-03-26,2020-03-27,강원,화천,화천,간동면 방천리 산151,화천 간동면 방천리 산151,38.0945814,127.8522587
454,2020-03-26,2020-03-27,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
455,2020-03-26,2020-03-27,경기,연천,연천,왕징면 강서리 산38,연천 왕징면 강서리 산38,38.0961061,126.9799857
456,2020-03-26,2020-03-27,경기,연천,연천,왕징면 강서리 산34,연천 왕징면 강서리 산34,38.0955059,126.9736420
457,2020-03-26,2020-03-27,경기,연천,연천,왕징면 강서리 산34,연천 왕징면 강서리 산34,38.0955059,126.9736420
458,2020-03-26,2020-03-27,경기,연천,연천,연천읍 부곡리 산146,연천 연천읍 부곡리 산146,38.0907029,127.1514387
459,2020-03-26,2020-03-27,경기,연천,연천,연천읍 부곡리 108,연천 연천읍 부곡리 108,38.0863422,127.1595816
460,2020-03-27,2020-03-29,경기,연천,연천,왕징면 강서리 636,연천 왕징면 강서리 636,38.0964160,126.9624947
461,2020-03-28,2020-03-30,강원,화천,화천,상서면 노동리 산2,화천 상서면 노동리 산2,38.1795456,127.6906764
462,2020-03-28,2020-03-30,강원,화천,화천,상서면 노동리 산2,화천 상서면 노동리 산2,38.1795456,127.6906764
463,2020-03-28,2020-03-30,강원,화천,화천,간동면 방천리 1323,화천 간동면 방천리 1323,38.0947559,127.8497270
464,2020-03-28,2020-03-30,강원,화천,화천,상서면 노동리 산1,화천 상서면 노동리 산1,38.1652197,127.6913505
465,2020-03-28,2020-03-30,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
466,2020-03-28,2020-03-30,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
467,2020-03-28,2020-03-30,강원,화천,화천,상서면 노동리 산16,화천 상서면 노동리 산16,38.1698348,127.6857142
468,2020-03-29,2020-03-31,경기,파주,파주,군내면 방목리 산37-2,파주 군내면 방목리 산37-2,37.9521716,126.7663565
469,2020-03-29,2020-03-31,경기,파주,파주,군내면 방목리 산37-3,파주 군내면 방목리 산37-3,37.9519303,126.7686074
470,2020-03-29,2020-03-31,경기,파주,파주,군내면 방목리 산37-3,파주 군내면 방목리 산37-3,37.9519303,126.7686074
471,2020-03-28,2020-04-01,강원,양구,양구,양구읍 수인리 산6,양구 양구읍 수인리 산6,38.0440263,127.9127731
472,2020-03-30,2020-04-01,경기,파주,파주,진동면 동파리 1584-1,파주 진동면 동파리 1584-1,37.9159983,126.7746883
473,2020-03-28,2020-04-01,강원,양구,양구,양구읍 수인리 산6,양구 양구읍 수인리 산6,38.0440263,127.9127731
474,2020-03-31,2020-04-01,강원,화천,화천,화천읍 풍산리 산1,화천 화천읍 풍산리 산1,38.1631480,127.7700830
475,2020-03-31,2020-04-01,강원,화천,화천,화천읍 풍산리 산211,화천 화천읍 풍산리 산211,38.1606661,127.7564010
476,2020-03-31,2020-04-01,강원,화천,화천,화천읍 신읍리 산205,화천 화천읍 신읍리 산205,38.1548108,127.6991518
477,2020-03-31,2020-04-01,경기,연천,연천,왕징면 강서리 산89,연천 왕징면 강서리 산89,38.1009551,126.9480778
478,2020-03-31,2020-04-01,경기,연천,연천,신서면 마전리 산161,연천 신서면 마전리 산161,38.2176372,127.0694131
479,2020-03-31,2020-04-01,경기,연천,연천,장남면 반정리 산1,연천 장남면 반정리 산1,37.9796362,126.8251157
480,2020-03-31,2020-04-03,강원,고성,고성,현내면 송현리 산52,고성 현내면 송현리 산52,38.5651541,128.3440710
481,2020-04-02,2020-04-03,경기,파주,파주,진동면 하포리 603,파주 진동면 하포리 603,37.9204598,126.8071264
482,2020-04-02,2020-04-03,경기,파주,파주,진동면 하포리 58,파주 진동면 하포리 58,37.9324702,126.8221087
483,2020-04-02,2020-04-03,강원,화천,화천,간동면 방천리 산8,화천 간동면 방천리 산8,38.0965206,127.8700724
484,2020-04-03,2020-04-05,경기,파주,파주,진동면 하포리 산104,파주 진동면 하포리 산104,37.9236117,126.8009691
485,2020-04-03,2020-04-05,강원,화천,화천,상서면 노동리 산27,화천 상서면 노동리 산27,38.1747535,127.6818739
486,2020-04-04,2020-04-06,강원,화천,화천,화천읍 풍산리 산1,화천 화천읍 풍산리 산1,38.1631480,127.7700830
487,2020-04-04,2020-04-06,강원,화천,화천,화천읍 신읍리 산220,화천 화천읍 신읍리 산220,38.1646218,127.7080468
488,2020-04-04,2020-04-06,강원,화천,화천,상서면 노동리 산36,화천 상서면 노동리 산36,38.1665938,127.6736403
489,2020-04-04,2020-04-06,강원,화천,화천,화천읍 풍산리 산21,화천 화천읍 풍산리 산21,38.1697807,127.7551333
490,2020-04-05,2020-04-06,경기,연천,연천,미산면 아미리 산223,연천 미산면 아미리 산223,38.0244027,126.9348665
491,2020-04-06,2020-04-08,강원,화천,화천,상서면 노동리 산1,화천 상서면 노동리 산1,38.1652197,127.6913505
492,2020-04-06,2020-04-08,경기,연천,연천,왕징면 강서리 1188,연천 왕징면 강서리 1188,38.0930693,126.9307173
493,2020-04-06,2020-04-08,경기,연천,연천,왕징면 강서리 산186,연천 왕징면 강서리 산186,38.0878994,126.9355514
494,2020-04-06,2020-04-08,경기,연천,연천,왕징면 강서리 산186,연천 왕징면 강서리 산186,38.0878994,126.9355514
495,2020-04-06,2020-04-08,경기,연천,연천,연천읍 부곡리 산146,연천 연천읍 부곡리 산146,38.0907029,127.1514387
496,2020-04-06,2020-04-08,경기,연천,연천,연천읍 부곡리 산146,연천 연천읍 부곡리 산146,38.0907029,127.1514387
497,2020-04-07,2020-04-09,강원,화천,화천,화천읍 신읍리 산251,화천 화천읍 신읍리 산251,38.1594056,127.6763393
498,2020-04-07,2020-04-09,강원,화천,화천,상서면 노동리 산3,화천 상서면 노동리 산3,38.1641125,127.6816666
499,2020-04-07,2020-04-09,강원,철원,철원,철원읍 대마리 산116,철원 철원읍 대마리 산116,38.2430096,127.1325164
500,2020-04-07,2020-04-09,강원,철원,철원,갈말읍 상사리 산93,철원 갈말읍 상사리 산93,38.2271544,127.2636415
501,2020-04-07,2020-04-09,강원,철원,철원,갈말읍 상사리 산93,철원 갈말읍 상사리 산93,38.2271544,127.2636415
502,2020-04-07,2020-04-09,경기,연천,연천,신서면 답곡리 산195,연천 신서면 답곡리 산195,38.1801254,127.0659138
503,2020-04-07,2020-04-09,경기,연천,연천,연천읍 부곡리 산146,연천 연천읍 부곡리 산146,38.0907029,127.1514387
504,2020-04-07,2020-04-09,경기,연천,연천,연천읍 부곡리 산146,연천 연천읍 부곡리 산146,38.0907029,127.1514387
505,2020-04-07,2020-04-09,경기,연천,연천,왕징면 작동리 산17,연천 왕징면 작동리 산17,38.0817545,126.9206410
506,2020-04-07,2020-04-09,강원,화천,화천,간동면 방천리 산1,화천 간동면 방천리 산1,38.1087569,127.8818561
507,2020-04-08,2020-04-10,강원,화천,화천,화천읍 동촌리 산324,화천 화천읍 동촌리 산324,38.2007040,127.8369851
508,2020-04-08,2020-04-10,강원,화천,화천,화천읍 신읍리 산205,화천 화천읍 신읍리 산205,38.1548108,127.6991518
509,2020-04-08,2020-04-10,강원,화천,화천,화천읍 동촌리 2866,화천 화천읍 동촌리 2866,38.1993163,127.8364744
510,2020-04-08,2020-04-10,강원,철원,철원,철원읍 중리 53-3,철원 철원읍 중리 53-3,38.2518528,127.2158300
511,2020-04-08,2020-04-10,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
512,2020-04-08,2020-04-10,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
513,2020-04-08,2020-04-10,경기,연천,연천,연천읍 부곡리 산226,연천 연천읍 부곡리 산226,38.0941253,127.1481237
514,2020-04-09,2020-04-10,강원,화천,화천,화천읍 동촌리 산211,화천 화천읍 동촌리 산211,38.1234182,127.8259969
515,2020-04-09,2020-04-10,강원,화천,화천,간동면 방천리 산1,화천 간동면 방천리 산1,38.1087569,127.8818561
516,2020-04-09,2020-04-10,강원,화천,화천,간동면 방천리 산1,화천 간동면 방천리 산1,38.1087569,127.8818561
517,2020-04-09,2020-04-10,경기,연천,연천,백학면 석장리 521,연천 백학면 석장리 521,38.0464929,126.9230251
518,2020-04-09,2020-04-10,경기,연천,연천,신서면 도밀리 49,연천 신서면 도밀리 49,38.2579667,127.1036951
519,2020-04-10,2020-04-12,경기,연천,연천,왕징면 강서리 1174,연천 왕징면 강서리 1174,38.0879469,126.9286090
520,2020-04-10,2020-04-12,강원,화천,화천,상서면 마현리 산100,화천 상서면 마현리 산100,38.2395120,127.6363910
521,2020-04-10,2020-04-12,강원,화천,화천,상서면 마현리 산100,화천 상서면 마현리 산100,38.2395120,127.6363910
522,2020-04-10,2020-04-12,강원,화천,화천,상서면 마현리 산100,화천 상서면 마현리 산100,38.2395120,127.6363910
523,2020-04-10,2020-04-12,강원,화천,화천,상서면 마현리 산100,화천 상서면 마현리 산100,38.2395120,127.6363910
524,2020-04-10,2020-04-12,강원,화천,화천,화천읍 동촌리 산210-3,화천 화천읍 동촌리 산210-3,38.1221752,127.8243590
525,2020-04-10,2020-04-12,강원,화천,화천,화천읍 동촌리 산208,화천 화천읍 동촌리 산208,38.1213112,127.8281189
526,2020-04-11,2020-04-13,강원,고성,고성,현내면 송현리 산44,고성 현내면 송현리 산44,38.5621662,128.3622915
527,2020-04-11,2020-04-13,강원,화천,화천,하남면 원천리 885-1,화천 하남면 원천리 885-1,38.0842842,127.6618106
528,2020-04-11,2020-04-13,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
529,2020-04-11,2020-04-13,경기,연천,연천,장남면 판부리 산189,연천 장남면 판부리 산189,37.9971188,126.8677326
530,2020-04-12,2020-04-13,경기,연천,연천,연천읍 부곡리 412,연천 연천읍 부곡리 412,38.0653795,127.1664399
531,2020-04-13,2020-04-14,경기,파주,파주,장단면 노상리 산105,파주 장단면 노상리 산105,37.8807291,126.7114553
532,2020-04-13,2020-04-14,경기,연천,연천,신서면 신현리 167,연천 신서면 신현리 167,38.2121637,127.0446170
533,2020-04-13,2020-04-14,경기,연천,연천,왕징면 북삼리 420,연천 왕징면 북삼리 420,38.0858827,126.9925032
534,2020-04-13,2020-04-14,경기,연천,연천,연천읍 부곡리 82,연천 연천읍 부곡리 82,38.0818656,127.1580282
535,2020-04-13,2020-04-14,경기,연천,연천,장남면 원당리 산11-1,연천 장남면 원당리 산11-1,38.0125512,126.8681068
536,2020-04-14,2020-04-16,경기,연천,연천,신서면 답곡리 973,연천 신서면 답곡리 973,38.1992520,127.0725437
537,2020-04-14,2020-04-16,경기,연천,연천,백학면 석장리 108,연천 백학면 석장리 108,38.0648384,126.9338485
538,2020-04-14,2020-04-16,경기,연천,연천,왕징면 강서리 1144,연천 왕징면 강서리 1144,38.0867925,126.9369121
539,2020-04-15,2020-04-16,경기,연천,연천,왕징면 작동리 587,연천 왕징면 작동리 587,38.0749421,126.9023997
540,2020-04-16,2020-04-17,경기,파주,파주,진동면 동파리 산82,파주 진동면 동파리 산82,37.9350447,126.7907260
541,2020-04-16,2020-04-17,경기,연천,연천,왕징면 강서리 산90,연천 왕징면 강서리 산90,38.0954688,126.9490968
542,2020-04-16,2020-04-17,경기,연천,연천,중면 도연리 51,연천 중면 도연리 51,38.2006897,127.0213303
543,2020-04-16,2020-04-17,강원,철원,철원,갈말읍 상사리 808-2,철원 갈말읍 상사리 808-2,38.2281964,127.2626055
544,2020-04-14,2020-04-17,강원,양구,양구,방산면 송현리 772,양구 방산면 송현리 772,38.2346919,127.9408737
545,2020-04-16,2020-04-19,강원,고성,고성,현내면 명호리 산68,고성 현내면 명호리 산68,38.5869196,128.3729009
546,2020-04-18,2020-04-20,강원,화천,화천,상서면 봉오리 산1,화천 상서면 봉오리 산1,38.1899057,127.6138659
547,2020-04-19,2020-04-20,경기,연천,연천,연천읍 부곡리 산83,연천 연천읍 부곡리 산83,38.0656557,127.1858510
548,2020-04-19,2020-04-20,경기,연천,연천,연천읍 부곡리 산83,연천 연천읍 부곡리 산83,38.0656557,127.1858510
549,2020-04-20,2020-04-21,경기,연천,연천,왕징면 강서리 22,연천 왕징면 강서리 22,38.0884102,126.9869143
550,2020-04-19,2020-04-21,경기,포천,포천,관인면 중리 산286,포천 관인면 중리 산286,38.0957047,127.1928762
551,2020-04-21,2020-04-23,강원,화천,화천,상서면 봉오리 산56,화천 상서면 봉오리 산56,38.1765814,127.6274283
552,2020-04-21,2020-04-23,강원,화천,화천,상서면 봉오리 산56,화천 상서면 봉오리 산56,38.1765814,127.6274283
553,2020-04-21,2020-04-23,강원,화천,화천,화천읍 풍산리 산267,화천 화천읍 풍산리 산267,38.2017022,127.7593588
554,2020-04-21,2020-04-23,강원,화천,화천,상서면 노동리 산33,화천 상서면 노동리 산33,38.1697632,127.6764313
555,2020-04-21,2020-04-23,강원,화천,화천,화천읍 풍산리 산129,화천 화천읍 풍산리 산129,38.1368807,127.7349362
556,2020-04-21,2020-04-23,강원,화천,화천,화천읍 풍산리 949,화천 화천읍 풍산리 949,38.1366190,127.7360195
557,2020-04-21,2020-04-23,경기,연천,연천,백학면 노곡리 산79-1,연천 백학면 노곡리 산79-1,38.0047215,126.9354340
558,2020-04-21,2020-04-23,경기,연천,연천,장남면 반정리 662,연천 장남면 반정리 662,37.9807359,126.8179567
559,2020-04-20,2020-04-23,경기,포천,포천,관인면 중리 산297-11,포천 관인면 중리 산297-11,38.0663335,127.1898965
560,2020-04-21,2020-04-23,경기,파주,파주,진동면 서곡리 산106,파주 진동면 서곡리 산106,37.9474617,126.7745816
561,2020-04-22,2020-04-24,경기,파주,파주,진동면 하포리 산122,파주 진동면 하포리 산122,37.9323318,126.8066009
562,2020-04-22,2020-04-24,경기,파주,파주,장단면 거곡리 808,파주 장단면 거곡리 808,37.8600043,126.7292359
563,2020-04-22,2020-04-24,경기,파주,파주,장단면 거곡리 808,파주 장단면 거곡리 808,37.8600043,126.7292359
564,2020-04-22,2020-04-24,강원,화천,화천,간동면 방천리 산1,화천 간동면 방천리 산1,38.1087569,127.8818561
565,2020-04-22,2020-04-24,경기,연천,연천,왕징면 작동리 831-7,연천 왕징면 작동리 831-7,38.0774417,126.9060551
566,2020-04-23,2020-04-24,경기,파주,파주,군내면 방목리 산241,파주 군내면 방목리 산241,37.9286683,126.7636825
567,2020-04-23,2020-04-24,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
568,2020-04-23,2020-04-24,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
569,2020-04-23,2020-04-24,강원,화천,화천,화천읍 풍산리 967,화천 화천읍 풍산리 967,38.1345491,127.7236658
570,2020-04-24,2020-04-26,경기,연천,연천,연천읍 부곡리 산52,연천 연천읍 부곡리 산52,38.0707976,127.1647400
571,2020-04-26,2020-04-27,강원,철원,철원,갈말읍 동막리 산199,철원 갈말읍 동막리 산199,38.2360280,127.2801213
572,2020-04-25,2020-04-27,경기,연천,연천,백학면 두일리 105-2,연천 백학면 두일리 105-2,38.0442843,126.9187733
573,2020-04-26,2020-04-27,경기,연천,연천,연천읍 부곡리 산69,연천 연천읍 부곡리 산69,38.0686262,127.1685873
574,2020-04-26,2020-04-27,경기,연천,연천,연천읍 부곡리 산75,연천 연천읍 부곡리 산75,38.0786566,127.1787847
575,2020-04-26,2020-04-27,경기,연천,연천,왕징면 강서리 산231,연천 왕징면 강서리 산231,38.0899353,126.9782566
576,2020-04-26,2020-04-27,경기,연천,연천,미산면 아미리 790-6,연천 미산면 아미리 790-6,38.0359081,126.9310898
577,2020-04-27,2020-04-28,경기,연천,연천,신서면 대광리 산142,연천 신서면 대광리 산142,38.2131018,127.1306480
578,2020-04-27,2020-04-28,경기,연천,연천,중면 합수리 산1,연천 중면 합수리 산1,38.1687804,127.0524811
579,2020-04-27,2020-04-28,경기,연천,연천,중면 합수리 산220,연천 중면 합수리 산220,38.1507872,127.0500769
580,2020-04-27,2020-04-28,경기,연천,연천,왕징면 노동리 산76,연천 왕징면 노동리 산76,38.0736567,126.9757827
581,2020-04-28,2020-04-29,강원,화천,화천,상서면 마현리 산36,화천 상서면 마현리 산36,38.2577317,127.6200821
582,2020-04-28,2020-04-29,강원,화천,화천,상서면 마현리 산36,화천 상서면 마현리 산36,38.2577317,127.6200821
583,2020-04-28,2020-04-29,강원,화천,화천,화천읍 신읍리 산154,화천 화천읍 신읍리 산154,38.1456572,127.6813334
584,2020-04-29,2020-04-30,경기,연천,연천,백학면 두일리 산59,연천 백학면 두일리 산59,38.0429558,126.9190293
585,2020-04-29,2020-04-30,경기,연천,연천,백학면 두일리 산59,연천 백학면 두일리 산59,38.0429558,126.9190293
586,2020-04-30,2020-05-03,강원,화천,화천,상서면 마현리 산36,화천 상서면 마현리 산36,38.2577317,127.6200821
587,2020-04-30,2020-05-03,강원,화천,화천,상서면 마현리 산36,화천 상서면 마현리 산36,38.2577317,127.6200821
588,2020-04-29,2020-05-03,경기,연천,연천,중면 마거리 산209,연천 중면 마거리 산209,38.1908314,127.0244877
589,2020-04-29,2020-05-03,경기,연천,연천,장남면 반정리 265,연천 장남면 반정리 265,37.9740751,126.8266775
590,2020-05-01,2020-05-03,경기,연천,연천,연천읍 부곡리 146,연천 연천읍 부곡리 146,38.0816368,127.1444184
591,2020-05-02,2020-05-04,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
592,2020-05-02,2020-05-04,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
593,2020-05-02,2020-05-04,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
594,2020-05-02,2020-05-04,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
595,2020-05-02,2020-05-04,강원,화천,화천,화천읍 풍산리 산166,화천 화천읍 풍산리 산166,38.1284668,127.7441025
596,2020-05-04,2020-05-06,강원,화천,화천,상서면 봉오리 산1,화천 상서면 봉오리 산1,38.1899057,127.6138659
597,2020-05-04,2020-05-06,강원,화천,화천,상서면 봉오리 산1,화천 상서면 봉오리 산1,38.1899057,127.6138659
598,2020-05-04,2020-05-06,강원,화천,화천,상서면 산양리 산100,화천 상서면 산양리 산100,38.2101027,127.6322714
599,2020-05-04,2020-05-06,경기,연천,연천,왕징면 강서리 산186,연천 왕징면 강서리 산186,38.0878994,126.9355514
600,2020-05-04,2020-05-06,경기,연천,연천,신서면 마전리 산138,연천 신서면 마전리 산138,38.2209673,127.0563238
601,2020-05-04,2020-05-06,경기,연천,연천,연천읍 부곡리 산68,연천 연천읍 부곡리 산68,38.0694861,127.1701772
602,2020-05-04,2020-05-06,경기,연천,연천,연천읍 부곡리 산75,연천 연천읍 부곡리 산75,38.0786566,127.1787847
603,2020-05-04,2020-05-06,경기,연천,연천,신서면 신현리 산17,연천 신서면 신현리 산17,38.2115931,127.0369726
604,2020-05-02,2020-05-06,경기,파주,파주,군내면 읍내리 117,파주 군내면 읍내리 117,37.9380894,126.7571128
605,2020-05-06,2020-05-07,강원,화천,화천,화천읍 신읍리 산218,화천 화천읍 신읍리 산218,38.1614466,127.7071357
606,2020-05-06,2020-05-08,강원,고성,고성,현내면 명호리 산68,고성 현내면 명호리 산68,38.5869196,128.3729009
607,2020-05-08,2020-05-10,경기,연천,연천,연천읍 부곡리 406-1,연천 연천읍 부곡리 406-1,38.0638534,127.1633939
608,2020-05-10,2020-05-11,강원,화천,화천,상서면 마현리 산45,화천 상서면 마현리 산45,38.2494714,127.6011823
609,2020-05-10,2020-05-11,경기,연천,연천,왕징면 북삼리 317,연천 왕징면 북삼리 317,38.0837803,126.9987959
610,2020-05-11,2020-05-12,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
611,2020-05-11,2020-05-12,경기,연천,연천,신서면 마전리 산180,연천 신서면 마전리 산180,38.2181712,127.0808363
612,2020-05-11,2020-05-12,경기,포천,포천,관인면 중리 산218,포천 관인면 중리 산218,38.1088220,127.1994060
613,2020-05-12,2020-05-13,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
614,2020-05-12,2020-05-13,강원,화천,화천,상서면 산양리 산77,화천 상서면 산양리 산77,38.2044263,127.6926592
615,2020-05-12,2020-05-13,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
616,2020-05-12,2020-05-13,강원,화천,화천,상서면 산양리 산70,화천 상서면 산양리 산70,38.2321121,127.6935896
617,2020-05-13,2020-05-14,경기,연천,연천,신서면 답곡리 산93,연천 신서면 답곡리 산93,38.2076078,127.0644594
618,2020-05-14,2020-05-15,강원,화천,화천,화천읍 동촌리 산11,화천 화천읍 동촌리 산11,38.1581774,127.8219346
619,2020-05-13,2020-05-15,경기,연천,연천,연천읍 부곡리 산1,연천 연천읍 부곡리 산1,38.1039608,127.1630638
620,2020-05-14,2020-05-15,경기,연천,연천,왕징면 강서리 산58,연천 왕징면 강서리 산58,38.0927776,126.9671547
621,2020-05-14,2020-05-15,경기,연천,연천,왕징면 강서리 산56,연천 왕징면 강서리 산56,38.0929478,126.9700407
622,2020-05-18,2020-05-19,경기,파주,파주,진동면 동파리 1497,파주 진동면 동파리 1497,37.9201237,126.7737857
623,2020-05-18,2020-05-19,경기,연천,연천,중면 적거리 644,연천 중면 적거리 644,38.1759665,127.0122313
624,2020-05-20,2020-05-21,경기,연천,연천,왕징면 강서리 480,연천 왕징면 강서리 480,38.0936124,126.9702813
625,2020-05-22,2020-05-24,경기,연천,연천,중면 횡산리 산158,연천 중면 횡산리 산158,38.1100931,126.9740534
626,2020-05-22,2020-05-24,경기,연천,연천,왕징면 작동리 787,연천 왕징면 작동리 787,38.0789541,126.8983529
627,2020-05-22,2020-05-24,경기,연천,연천,장남면 자작리 산122,연천 장남면 자작리 산122,37.9947035,126.8481734
628,2020-05-25,2020-05-26,경기,연천,연천,백학면 전동리 산64,연천 백학면 전동리 산64,38.0090870,126.8821652
629,2020-05-25,2020-05-26,경기,연천,연천,왕징면 강서리 산162,연천 왕징면 강서리 산162,38.0896213,126.9300109
630,2020-05-22,2020-05-26,경기,연천,연천,왕징면 강내리 산7,연천 왕징면 강내리 산7,38.1255773,127.0106645
631,2020-05-26,2020-05-27,경기,연천,연천,중면 횡산리 1120,연천 중면 횡산리 1120,38.1339339,126.9948535
632,2020-06-04,2020-06-05,경기,연천,연천,신서면 대광리 533-2,연천 신서면 대광리 533-2,38.2144100,127.1227294
633,2020-06-08,2020-06-09,경기,연천,연천,연천읍 부곡리 산99,연천 연천읍 부곡리 산99,38.0658017,127.1568686
634,2020-06-09,2020-06-10,경기,연천,연천,연천읍 부곡리 394,연천 연천읍 부곡리 394,38.0637629,127.1644475
635,2020-06-10,2020-06-11,강원,화천,화천,상서면 산양리 599,화천 상서면 산양리 599,38.2469314,127.6674294
636,2020-06-11,2020-06-12,강원,화천,화천,상서면 마현리 산45-2,화천 상서면 마현리 산45-2,38.2336996,127.5976722
637,2020-06-12,2020-06-14,강원,화천,화천,상서면 마현리 277,화천 상서면 마현리 277,38.2387417,127.6146584
638,2020-06-12,2020-06-14,강원,화천,화천,화천읍 풍산리 산237,화천 화천읍 풍산리 산237,38.1335786,127.7546843
639,2020-06-13,2020-06-15,경기,연천,연천,연천읍 상리 306,연천 연천읍 상리 306,38.1399942,127.0747758
640,2020-06-15,2020-06-16,경기,연천,연천,연천읍 부곡리 394,연천 연천읍 부곡리 394,38.0637629,127.1644475
641,2020-06-18,2020-06-19,경기,연천,연천,신서면 대광리 1033,연천 신서면 대광리 1033,38.1842312,127.1174771
642,2020-06-18,2020-06-19,경기,연천,연천,중면 마거리 688,연천 중면 마거리 688,38.1953745,127.0281786
643,2020-06-18,2020-06-19,경기,연천,연천,중면 횡산리 산228-2,연천 중면 횡산리 산228-2,38.1307055,126.9944902
644,2020-06-18,2020-06-19,경기,연천,연천,중면 횡산리 산228-2,연천 중면 횡산리 산228-2,38.1307055,126.9944902
645,2020-06-17,2020-06-19,경기,포천,포천,창수면 신흥리 77,포천 창수면 신흥리 77,38.0526701,127.1621227
646,2020-06-22,2020-06-23,경기,연천,연천,연천읍 부곡리 393,연천 연천읍 부곡리 393,38.0634738,127.1659356
647,2020-06-22,2020-06-23,경기,연천,연천,연천읍 부곡리 산96,연천 연천읍 부곡리 산96,38.0631831,127.1620693
648,2020-06-22,2020-06-23,경기,연천,연천,중면 마거리 482,연천 중면 마거리 482,38.1966764,127.0406379
649,2020-06-22,2020-06-23,경기,연천,연천,중면 마거리 482,연천 중면 마거리 482,38.1966764,127.0406379
650,2020-06-22,2020-06-23,경기,연천,연천,중면 마거리 482,연천 중면 마거리 482,38.1966764,127.0406379
651,2020-06-22,2020-06-23,경기,연천,연천,중면 마거리 482,연천 중면 마거리 482,38.1966764,127.0406379
652,2020-06-22,2020-06-23,경기,연천,연천,중면 마거리 482,연천 중면 마거리 482,38.1966764,127.0406379
653,2020-06-23,2020-06-24,강원,화천,화천,간동면 구만리 산5,화천 간동면 구만리 산5,38.1247254,127.7671582
654,2020-06-27,2020-06-29,경기,포천,포천,창수면 신흥리 산31,포천 창수면 신흥리 산31,38.0543061,127.1752021
655,2020-06-29,2020-06-30,경기,연천,연천,연천읍 부곡리 394,연천 연천읍 부곡리 394,38.0637629,127.1644475
656,2020-07-01,2020-07-03,경기,연천,연천,연천읍 고문리 545,연천 연천읍 고문리 545,38.0596693,127.1147415
657,2020-07-01,2020-07-03,경기,포천,포천,창수면 신흥리 17-4,포천 창수면 신흥리 17-4,38.0594999,127.1735980
658,2020-07-01,2020-07-03,경기,포천,포천,창수면 신흥리 산1-3,포천 창수면 신흥리 산1-3,38.0507454,127.1656996
